,match_api_id,season,date,home_team_api_id,away_team_api_id,home_team_goal,away_team_goal,home_player_1,home_player_2,home_player_3,home_player_4,home_player_5,home_player_6,home_player_7,home_player_8,home_player_9,home_player_10,home_player_11,away_player_1,away_player_2,away_player_3,away_player_4,away_player_5,away_player_6,away_player_7,away_player_8,away_player_9,away_player_10,away_player_11,B365H,B365D,B365A,BWH,BWD,BWA,IWH,IWD,IWA,LBH,LBD,LBA,PSH,PSD,PSA,WHH,WHD,WHA,VCH,VCD,VCA,winner_id_label
0,1979832,2015/2016,2015-07-24 00:00:00,9997,8342,2,1,66.0,65.0,73.0,66.0,64.0,60.0,65.0,65.0,67.0,64.0,68.0,66.0,67.0,72.0,72.0,70.0,72.0,74.0,72.0,66.0,74.0,70.0,4.33,4.0,1.7,4.5,3.8,1.72,4.2,3.5,1.8,4.5,3.8,1.73,4.9,4.09,1.72,4.0,3.75,1.75,4.4,4.0,1.75,1
1,1979833,2015/2016,2015-07-25 00:00:00,8571,9985,2,1,67.0,64.0,67.0,67.0,66.0,70.0,67.0,69.0,68.0,68.0,60.0,72.0,68.0,69.0,72.0,72.0,68.0,64.0,70.0,69.0,71.0,70.0,2.6,3.4,2.6,2.5,3.25,2.75,2.6,3.2,2.6,2.62,3.3,2.6,2.69,3.42,2.73,2.5,3.25,2.62,2.7,3.4,2.63,1
2,1979834,2015/2016,2015-07-25 00:00:00,9987,1773,3,1,71.0,69.0,73.0,72.0,71.0,61.0,71.0,71.0,67.0,68.0,73.0,65.0,66.0,67.0,68.0,62.0,65.0,65.0,69.0,66.0,63.0,65.0,1.62,3.75,5.5,1.62,3.75,5.5,1.6,3.7,5.4,1.6,3.75,6.0,1.6,4.2,5.96,1.62,3.8,4.8,1.6,4.1,5.5,1
3,1979835,2015/2016,2015-07-25 00:00:00,8573,8203,3,1,67.0,66.0,67.0,72.0,67.0,71.0,62.0,67.0,68.0,70.0,68.0,72.0,68.0,65.0,67.0,63.0,65.0,67.0,67.0,67.0,70.0,67.0,2.5,3.3,2.8,2.5,3.3,2.7,2.5,3.3,2.65,2.5,3.25,2.8,2.55,3.34,2.96,2.45,3.1,2.8,2.5,3.3,2.88,1
4,1979836,2015/2016,2015-07-25 00:00:00,10000,9994,3,1,71.0,57.0,62.0,68.0,67.0,66.0,69.0,68.0,66.0,64.0,69.0,69.0,70.0,70.0,66.0,62.0,71.0,64.0,70.0,68.0,66.0,63.0,2.38,3.4,2.88,2.3,3.4,2.9,2.3,3.3,2.9,2.38,3.3,3.0,2.31,3.47,3.23,2.3,3.25,2.88,2.3,3.4,3.1,1
5,1979837,2015/2016,2015-07-26 00:00:00,10001,9991,1,1,64.0,64.0,65.0,71.0,67.0,65.0,63.0,67.0,65.0,64.0,69.0,70.0,69.0,65.0,68.0,71.0,70.0,71.0,71.0,68.0,70.0,66.0,4.0,3.6,1.85,4.25,3.8,1.75,4.5,3.5,1.75,4.2,3.6,1.83,4.31,3.77,1.88,4.0,3.5,1.8,4.1,3.7,1.87,0
6,1979838,2015/2016,2015-07-26 00:00:00,8635,8475,3,2,74.0,72.0,69.0,72.0,70.0,76.0,72.0,74.0,75.0,69.0,75.0,65.0,66.0,64.0,64.0,63.0,63.0,66.0,63.0,68.0,67.0,62.0,1.2,7.0,11.0,1.22,5.25,17.0,1.2,5.8,13.0,1.2,6.5,13.0,1.23,6.82,14.26,1.2,6.0,11.0,1.2,6.5,15.0,1
7,1979839,2015/2016,2015-07-26 00:00:00,9986,274581,2,1,72.0,66.0,69.0,68.0,65.0,67.0,69.0,66.0,71.0,65.0,69.0,64.0,63.0,63.0,65.0,65.0,67.0,60.0,62.0,64.0,54.0,63.0,1.67,3.75,5.0,1.7,3.7,4.75,1.75,3.5,4.5,1.7,3.6,5.0,1.66,3.85,5.99,1.7,3.4,4.8,1.65,3.8,5.5,1
8,1979896,2015/2016,2015-10-04 00:00:00,8635,8203,1,1,75.0,74.0,75.0,73.0,72.0,73.0,71.0,77.0,77.0,75.0,76.0,74.0,67.0,68.0,73.0,70.0,67.0,71.0,68.0,66.0,66.0,69.0,1.44,4.75,6.0,1.44,4.4,6.75,1.4,4.4,7.3,1.44,4.33,7.0,1.48,4.57,7.6,1.4,4.33,7.0,1.44,4.6,7.0,0
9,1979897,2015/2016,2015-10-04 00:00:00,9991,8342,4,1,74.0,70.0,75.0,73.0,70.0,71.0,77.0,71.0,74.0,74.0,70.0,66.0,74.0,72.0,75.0,73.0,74.0,74.0,70.0,76.0,74.0,75.0,2.1,3.5,3.25,2.15,3.4,3.25,2.2,3.3,3.1,2.1,3.5,3.3,2.17,3.56,3.53,2.1,3.4,3.1,2.15,3.5,3.3,1
10,1979898,2015/2016,2015-10-04 00:00:00,9987,9985,3,1,71.0,71.0,71.0,73.0,69.0,69.0,60.0,66.0,75.0,70.0,74.0,71.0,71.0,72.0,70.0,72.0,71.0,59.0,73.0,70.0,72.0,69.0,2.1,3.5,3.3,2.1,3.4,3.3,2.2,3.3,3.1,2.15,3.4,3.3,2.18,3.62,3.43,2.0,3.5,3.3,2.15,3.6,3.25,1
11,1979899,2015/2016,2015-10-02 00:00:00,8573,9994,2,0,67.0,69.0,74.0,68.0,70.0,68.0,73.0,72.0,66.0,71.0,71.0,70.0,61.0,72.0,61.0,72.0,68.0,70.0,71.0,72.0,66.0,64.0,1.85,3.5,4.2,1.91,3.6,3.75,1.9,3.45,3.8,1.91,3.5,4.0,1.93,3.73,4.22,1.91,3.5,3.6,1.87,3.7,4.1,1
12,1979900,2015/2016,2015-10-03 00:00:00,9986,10000,3,0,72.0,71.0,65.0,70.0,70.0,70.0,69.0,70.0,65.0,70.0,71.0,72.0,57.0,64.0,68.0,69.0,70.0,70.0,70.0,68.0,72.0,64.0,2.0,3.5,3.6,2.05,3.4,3.5,2.1,3.3,3.3,2.05,3.4,3.6,2.11,3.53,3.74,2.05,3.25,3.4,2.05,3.5,3.6,1
13,1979901,2015/2016,2015-10-03 00:00:00,1773,274581,1,1,71.0,66.0,68.0,62.0,66.0,67.0,65.0,66.0,70.0,63.0,63.0,73.0,64.0,67.0,67.0,68.0,68.0,62.0,67.0,64.0,68.0,66.0,1.95,3.6,3.6,1.95,3.5,3.7,2.0,3.3,3.6,1.91,3.6,3.8,1.97,3.72,4.02,2.0,3.5,3.3,1.91,3.7,3.9,0
14,1979902,2015/2016,2015-10-03 00:00:00,10001,8571,1,1,67.0,66.0,60.0,67.0,68.0,65.0,70.0,65.0,66.0,63.0,65.0,67.0,64.0,73.0,70.0,66.0,71.0,69.0,69.0,67.0,66.0,64.0,3.1,3.3,2.3,3.0,3.4,2.25,3.1,3.3,2.2,3.2,3.3,2.25,3.3,3.5,2.29,3.0,3.2,2.25,3.2,3.4,2.25,0
15,1979903,2015/2016,2015-10-03 00:00:00,9997,8475,1,3,66.0,65.0,75.0,66.0,64.0,69.0,62.0,65.0,69.0,60.0,69.0,58.0,66.0,68.0,59.0,66.0,66.0,65.0,63.0,71.0,62.0,64.0,1.75,3.75,4.5,1.8,3.7,4.1,1.75,3.5,4.5,1.8,3.6,4.33,1.85,3.8,4.5,1.8,3.5,4.0,1.8,3.8,4.33,-1
16,1979904,2015/2016,2015-10-18 00:00:00,8342,8573,1,0,66.0,75.0,74.0,73.0,72.0,70.0,77.0,74.0,74.0,70.0,74.0,67.0,69.0,74.0,68.0,70.0,68.0,70.0,71.0,66.0,72.0,71.0,1.53,3.8,6.5,1.5,4.2,6.0,1.5,4.0,6.1,1.55,4.0,5.5,1.56,4.47,6.31,1.53,4.2,5.0,1.53,4.4,5.75,1
17,1979905,2015/2016,2015-10-17 00:00:00,9985,10001,1,2,70.0,71.0,72.0,69.0,70.0,75.0,70.0,61.0,72.0,62.0,70.0,67.0,66.0,60.0,68.0,67.0,66.0,65.0,65.0,65.0,69.0,66.0,1.4,4.5,8.0,1.4,4.75,7.0,1.4,4.4,7.3,1.36,4.5,8.0,1.4,5.04,8.92,1.44,4.33,6.0,1.36,5.0,8.0,-1
18,1979906,2015/2016,2015-10-17 00:00:00,8203,9997,3,0,74.0,64.0,60.0,73.0,70.0,67.0,69.0,66.0,68.0,71.0,68.0,66.0,65.0,75.0,66.0,64.0,62.0,69.0,64.0,65.0,69.0,65.0,1.83,3.6,4.2,1.87,3.4,4.1,1.8,3.5,4.2,1.83,3.4,4.33,1.86,3.7,4.58,1.85,3.5,3.8,1.85,3.7,4.2,1
19,1979907,2015/2016,2015-10-18 00:00:00,10000,8635,0,4,72.0,68.0,60.0,68.0,64.0,70.0,67.0,68.0,68.0,72.0,70.0,74.0,74.0,74.0,73.0,72.0,73.0,77.0,71.0,77.0,76.0,75.0,4.5,3.3,1.85,3.75,3.75,1.87,4.0,3.45,1.85,4.0,3.6,1.85,4.34,3.72,1.9,3.8,3.5,1.85,4.1,3.7,1.87,-1
20,1979908,2015/2016,2015-10-16 00:00:00,274581,9991,1,2,73.0,64.0,67.0,67.0,66.0,67.0,68.0,62.0,64.0,68.0,72.0,74.0,71.0,71.0,71.0,75.0,73.0,77.0,74.0,73.0,74.0,70.0,5.75,3.8,1.6,5.75,4.0,1.55,6.1,4.0,1.5,5.0,3.8,1.62,5.67,4.22,1.63,5.5,3.8,1.55,5.4,4.1,1.62,-1
21,1979909,2015/2016,2015-10-17 00:00:00,9994,1773,1,2,70.0,70.0,61.0,72.0,72.0,69.0,68.0,71.0,71.0,70.0,68.0,71.0,68.0,66.0,66.0,62.0,70.0,65.0,66.0,67.0,69.0,64.0,1.8,3.5,4.5,1.8,3.6,4.25,1.8,3.5,4.2,1.8,3.6,4.2,1.84,3.84,4.49,1.8,3.5,4.0,1.8,3.8,4.33,-1
22,1979910,2015/2016,2015-10-18 00:00:00,8571,9986,2,0,67.0,64.0,73.0,68.0,70.0,71.0,64.0,67.0,69.0,68.0,69.0,72.0,71.0,70.0,65.0,70.0,65.0,69.0,70.0,70.0,70.0,71.0,2.2,3.5,3.1,2.25,3.3,3.1,2.2,3.3,3.1,2.3,3.25,3.0,2.42,3.39,3.16,2.3,3.1,3.0,2.3,3.4,3.1,1
23,1979911,2015/2016,2015-10-17 00:00:00,8475,9987,0,1,58.0,66.0,68.0,64.0,66.0,65.0,62.0,66.0,64.0,62.0,72.0,71.0,71.0,72.0,73.0,74.0,69.0,75.0,61.0,68.0,74.0,71.0,3.5,3.6,2.0,3.6,3.6,1.95,3.6,3.3,2.0,3.6,3.6,1.95,3.9,3.7,2.0,3.4,3.4,2.0,3.7,3.7,1.95,-1
24,1979912,2015/2016,2015-10-25 00:00:00,8635,8342,3,1,74.0,73.0,74.0,73.0,72.0,76.0,71.0,77.0,77.0,75.0,76.0,66.0,75.0,74.0,73.0,72.0,70.0,74.0,77.0,68.0,70.0,74.0,1.85,3.6,4.0,1.9,3.6,3.75,1.9,3.45,3.8,1.85,3.6,4.0,1.87,3.86,4.31,1.91,3.5,3.6,1.87,3.75,4.0,1
25,1979913,2015/2016,2015-10-24 00:00:00,9991,8573,2,2,75.0,75.0,71.0,71.0,71.0,78.0,73.0,67.0,74.0,75.0,71.0,67.0,69.0,74.0,68.0,70.0,68.0,72.0,66.0,70.0,70.0,71.0,1.4,4.5,8.0,1.45,4.4,6.5,1.45,4.0,7.0,1.44,4.33,7.0,1.45,4.7,8.2,1.44,4.2,6.5,1.44,4.6,7.0,0
26,1979914,2015/2016,2015-10-23 00:00:00,9987,274581,0,4,71.0,71.0,72.0,73.0,74.0,68.0,69.0,61.0,71.0,74.0,75.0,73.0,64.0,67.0,67.0,66.0,68.0,67.0,62.0,68.0,72.0,65.0,1.44,4.5,6.5,1.5,4.25,6.0,1.5,4.0,6.1,1.5,4.2,6.0,1.5,4.63,7.13,1.5,4.2,5.5,1.5,4.4,6.5,-1
27,1979915,2015/2016,2015-10-24 00:00:00,8203,10000,3,4,74.0,68.0,73.0,70.0,64.0,68.0,68.0,67.0,71.0,69.0,68.0,72.0,68.0,60.0,64.0,68.0,70.0,56.0,69.0,67.0,64.0,68.0,1.85,3.6,4.0,1.85,3.6,3.9,1.9,3.45,3.8,1.83,3.75,4.0,1.87,3.93,4.23,1.91,3.5,3.6,1.85,3.9,4.0,-1
28,1979916,2015/2016,2015-10-25 00:00:00,9986,9985,2,3,72.0,71.0,70.0,65.0,70.0,70.0,68.0,70.0,65.0,71.0,70.0,61.0,70.0,72.0,69.0,72.0,75.0,70.0,61.0,72.0,70.0,73.0,2.5,3.4,2.7,2.35,3.3,2.9,2.3,3.3,2.9,2.4,3.3,2.8,2.54,3.48,2.91,2.38,3.3,2.75,2.5,3.5,2.75,-1
29,1979917,2015/2016,2015-10-24 00:00:00,1773,8475,0,2,71.0,66.0,68.0,62.0,66.0,67.0,66.0,65.0,64.0,70.0,69.0,58.0,66.0,68.0,64.0,66.0,65.0,66.0,65.0,65.0,72.0,62.0,1.8,3.75,4.2,1.75,3.7,4.33,1.75,3.5,4.5,1.75,3.6,4.33,1.8,3.91,4.7,1.75,3.75,4.0,1.75,3.9,4.5,-1
30,1979918,2015/2016,2015-10-24 00:00:00,10001,9994,1,2,67.0,66.0,60.0,67.0,68.0,65.0,70.0,65.0,66.0,69.0,66.0,70.0,61.0,72.0,70.0,72.0,72.0,71.0,70.0,71.0,66.0,68.0,2.88,3.5,2.3,2.75,3.4,2.4,2.75,3.3,2.4,2.8,3.3,2.4,2.99,3.52,2.46,2.75,3.3,2.38,2.8,3.5,2.45,-1
31,1979919,2015/2016,2015-10-25 00:00:00,9997,8571,2,1,66.0,65.0,61.0,75.0,64.0,69.0,64.0,65.0,65.0,69.0,65.0,67.0,64.0,70.0,73.0,68.0,69.0,71.0,69.0,69.0,64.0,68.0,2.5,3.5,2.63,2.5,3.5,2.6,2.4,3.3,2.75,2.5,3.2,2.75,2.62,3.38,2.88,2.38,3.2,2.8,2.5,3.4,2.8,1
32,1979920,2015/2016,2015-10-28 00:00:00,8342,1773,2,0,66.0,75.0,74.0,73.0,72.0,70.0,76.0,74.0,74.0,75.0,71.0,71.0,66.0,68.0,62.0,66.0,64.0,62.0,67.0,65.0,63.0,65.0,1.36,5.0,7.5,1.33,5.0,8.25,1.25,5.5,10.3,1.36,5.0,7.5,1.39,5.44,8.21,1.33,4.8,7.5,1.33,5.2,8.0,1
33,1979921,2015/2016,2015-10-28 00:00:00,9985,8203,2,1,61.0,72.0,69.0,59.0,70.0,70.0,73.0,72.0,75.0,70.0,61.0,74.0,68.0,73.0,70.0,64.0,68.0,71.0,68.0,67.0,69.0,68.0,1.85,3.5,4.2,1.91,3.75,3.6,1.85,3.5,3.9,1.83,3.6,4.0,1.88,3.88,4.28,1.83,3.6,3.75,1.83,3.8,4.0,1
34,1979922,2015/2016,2015-10-27 00:00:00,8573,9987,3,2,67.0,69.0,74.0,68.0,70.0,72.0,66.0,68.0,70.0,70.0,71.0,71.0,64.0,72.0,73.0,73.0,72.0,75.0,61.0,71.0,74.0,68.0,2.3,3.3,3.1,2.25,3.4,3.0,2.3,3.3,2.9,2.25,3.3,3.0,2.4,3.49,3.09,2.2,3.3,3.0,2.3,3.4,3.0,1
35,1979923,2015/2016,2015-10-28 00:00:00,10000,9997,4,0,72.0,56.0,68.0,60.0,64.0,68.0,67.0,70.0,68.0,70.0,72.0,66.0,65.0,61.0,75.0,64.0,65.0,64.0,60.0,69.0,69.0,65.0,2.0,3.4,3.75,2.0,3.6,3.4,1.85,3.5,3.9,2.05,3.5,3.3,2.08,3.74,3.63,2.0,3.5,3.3,2.05,3.6,3.4,1
36,1979924,2015/2016,2015-10-27 00:00:00,274581,10001,2,2,73.0,64.0,67.0,67.0,66.0,65.0,62.0,68.0,67.0,68.0,72.0,67.0,66.0,60.0,75.0,67.0,65.0,65.0,70.0,69.0,63.0,66.0,1.7,3.8,4.6,1.78,3.6,4.4,1.9,3.45,3.8,1.73,3.6,4.5,1.81,3.84,4.68,1.8,3.5,4.0,1.75,3.8,4.4,0
37,1979925,2015/2016,2015-10-27 00:00:00,9994,9991,1,2,70.0,72.0,72.0,70.0,61.0,71.0,66.0,70.0,68.0,71.0,72.0,75.0,71.0,75.0,71.0,73.0,67.0,73.0,74.0,78.0,70.0,75.0,3.8,3.4,1.95,3.7,3.6,1.91,4.0,3.45,1.85,3.6,3.5,2.0,3.88,3.63,2.03,3.5,3.3,2.0,3.6,3.6,2.0,-1
38,1979926,2015/2016,2015-10-29 00:00:00,8571,8635,1,1,67.0,64.0,70.0,73.0,68.0,71.0,69.0,69.0,67.0,69.0,68.0,74.0,74.0,74.0,73.0,72.0,73.0,77.0,75.0,77.0,76.0,76.0,5.0,3.6,1.7,4.5,3.5,1.78,4.2,3.5,1.8,4.5,3.75,1.73,5.09,3.89,1.75,4.6,3.5,1.7,4.8,3.8,1.7,0
39,1979927,2015/2016,2015-10-28 00:00:00,8475,9986,0,1,58.0,66.0,68.0,64.0,66.0,65.0,65.0,66.0,61.0,62.0,72.0,68.0,71.0,70.0,58.0,70.0,68.0,70.0,67.0,70.0,71.0,65.0,2.75,3.3,2.5,2.6,3.4,2.55,2.65,3.3,2.5,2.7,3.3,2.5,2.9,3.52,2.53,2.7,3.3,2.4,2.7,3.5,2.5,-1
40,1979928,2015/2016,2015-11-01 00:00:00,8635,274581,2,0,74.0,74.0,74.0,73.0,72.0,75.0,71.0,73.0,76.0,73.0,76.0,73.0,64.0,67.0,67.0,68.0,62.0,67.0,68.0,65.0,68.0,68.0,1.2,6.5,13.0,1.2,5.75,15.5,1.2,5.8,13.0,1.22,6.0,12.0,1.24,6.75,13.7,1.2,6.0,11.0,1.2,6.5,13.0,1
41,1979929,2015/2016,2015-10-30 00:00:00,9987,9994,0,2,71.0,71.0,72.0,73.0,73.0,61.0,69.0,75.0,71.0,74.0,72.0,70.0,72.0,72.0,70.0,61.0,71.0,66.0,70.0,68.0,66.0,72.0,1.8,3.5,4.5,1.83,3.5,4.25,1.75,3.5,4.5,1.85,3.5,4.0,1.85,3.8,4.53,1.8,3.5,4.0,1.83,3.75,4.1,-1
42,1979930,2015/2016,2015-10-31 00:00:00,8203,8475,2,0,74.0,67.0,68.0,70.0,67.0,68.0,71.0,68.0,64.0,69.0,68.0,60.0,66.0,68.0,64.0,66.0,65.0,65.0,65.0,72.0,62.0,61.0,1.53,4.33,5.5,1.55,4.0,5.75,1.65,3.6,5.1,1.55,4.0,5.75,1.58,4.29,6.19,1.6,3.8,5.0,1.55,4.2,5.75,1
43,1979931,2015/2016,2015-11-01 00:00:00,10000,8571,2,2,72.0,60.0,64.0,68.0,66.0,68.0,67.0,70.0,68.0,72.0,70.0,67.0,66.0,73.0,68.0,65.0,71.0,69.0,69.0,64.0,69.0,68.0,2.0,3.3,3.8,1.95,3.5,3.7,2.0,3.3,3.6,2.0,3.3,3.6,2.06,3.56,3.86,2.0,3.4,3.4,2.0,3.5,3.6,0
44,1979932,2015/2016,2015-10-31 00:00:00,9986,8573,1,1,68.0,71.0,70.0,58.0,70.0,68.0,70.0,67.0,70.0,71.0,65.0,70.0,69.0,74.0,67.0,70.0,66.0,72.0,68.0,70.0,70.0,71.0,2.1,3.5,3.3,2.2,3.4,3.1,2.2,3.3,3.1,2.1,3.3,3.4,2.15,3.54,3.61,2.15,3.3,3.1,2.1,3.5,3.4,0
45,1979933,2015/2016,2015-10-31 00:00:00,1773,9991,0,2,71.0,66.0,68.0,62.0,66.0,67.0,62.0,63.0,70.0,63.0,63.0,75.0,71.0,75.0,73.0,71.0,73.0,78.0,73.0,70.0,66.0,68.0,5.0,3.6,1.7,4.6,3.75,1.72,5.1,3.6,1.65,4.5,3.75,1.73,4.89,3.94,1.76,4.75,3.6,1.67,4.6,3.9,1.7,-1
46,1979934,2015/2016,2015-10-31 00:00:00,10001,8342,0,2,67.0,66.0,60.0,67.0,75.0,65.0,65.0,65.0,68.0,63.0,69.0,68.0,75.0,73.0,74.0,67.0,70.0,76.0,74.0,74.0,75.0,71.0,5.0,4.0,1.62,4.75,3.9,1.65,5.0,3.9,1.6,4.75,4.0,1.62,5.45,4.29,1.65,4.8,3.8,1.62,5.0,4.2,1.62,-1
47,1979935,2015/2016,2015-11-01 00:00:00,9997,9985,1,0,66.0,65.0,75.0,66.0,64.0,69.0,65.0,69.0,64.0,65.0,69.0,61.0,69.0,72.0,72.0,70.0,72.0,75.0,61.0,70.0,70.0,73.0,3.4,3.5,2.05,3.25,3.5,2.1,3.3,3.3,2.1,3.2,3.5,2.15,3.46,3.68,2.15,3.0,3.4,2.15,3.2,3.6,2.15,1
48,1979936,2015/2016,2015-11-08 00:00:00,8342,9987,1,0,68.0,75.0,74.0,73.0,72.0,70.0,74.0,76.0,71.0,75.0,74.0,71.0,64.0,72.0,73.0,73.0,61.0,75.0,69.0,68.0,69.0,72.0,1.5,4.33,6.0,1.53,4.0,6.0,1.5,4.0,6.1,1.55,4.2,5.75,1.56,4.39,6.3,1.55,3.8,5.5,1.53,4.33,5.75,1
49,1979937,2015/2016,2015-11-08 00:00:00,9985,8635,1,0,61.0,70.0,72.0,69.0,72.0,67.0,72.0,70.0,75.0,69.0,73.0,74.0,73.0,74.0,73.0,71.0,71.0,77.0,75.0,76.0,74.0,76.0,3.1,3.4,2.25,3.2,3.3,2.2,3.1,3.3,2.2,3.1,3.4,2.2,3.3,3.54,2.27,3.2,3.3,2.1,3.13,3.5,2.2,1
50,1979938,2015/2016,2015-11-08 00:00:00,9991,9986,1,3,75.0,71.0,75.0,73.0,71.0,73.0,78.0,75.0,68.0,66.0,75.0,68.0,71.0,70.0,58.0,70.0,68.0,70.0,67.0,70.0,71.0,70.0,1.5,4.33,6.0,1.53,4.25,5.5,1.45,4.0,7.0,1.5,4.0,6.5,1.52,4.45,7.08,1.55,3.8,5.5,1.47,4.33,6.5,-1
51,1979939,2015/2016,2015-11-07 00:00:00,8573,1773,3,0,70.0,69.0,74.0,68.0,67.0,70.0,66.0,68.0,71.0,72.0,71.0,71.0,66.0,68.0,62.0,66.0,70.0,67.0,63.0,63.0,66.0,65.0,1.57,4.0,5.5,1.57,4.0,5.5,1.6,3.9,5.0,1.6,3.8,5.5,1.61,4.22,6.03,1.65,3.6,4.8,1.57,4.1,5.5,1
52,1979940,2015/2016,2015-11-06 00:00:00,274581,10000,2,2,73.0,67.0,64.0,67.0,68.0,66.0,68.0,62.0,68.0,68.0,65.0,72.0,60.0,68.0,64.0,66.0,68.0,67.0,70.0,68.0,72.0,70.0,2.75,3.4,2.45,2.75,3.5,2.4,2.65,3.3,2.5,2.62,3.4,2.5,2.76,3.53,2.64,2.7,3.3,2.4,2.7,3.4,2.55,0
53,1979941,2015/2016,2015-11-07 00:00:00,9994,9997,1,1,70.0,61.0,72.0,70.0,72.0,67.0,70.0,71.0,72.0,66.0,71.0,66.0,65.0,66.0,75.0,64.0,69.0,64.0,65.0,69.0,65.0,66.0,1.67,3.75,5.0,1.67,3.8,4.75,1.65,3.7,4.9,1.7,3.6,5.0,1.7,3.93,5.44,1.67,3.75,4.5,1.7,3.8,4.8,0
54,1979942,2015/2016,2015-11-07 00:00:00,8571,8203,1,0,67.0,66.0,73.0,70.0,68.0,71.0,69.0,69.0,69.0,68.0,64.0,74.0,67.0,68.0,70.0,67.0,68.0,71.0,68.0,64.0,69.0,68.0,2.25,3.4,3.1,2.25,3.4,3.0,2.1,3.3,3.3,2.25,3.3,3.1,2.32,3.43,3.3,2.25,3.2,3.0,2.3,3.3,3.13,1
55,1979943,2015/2016,2015-11-07 00:00:00,8475,10001,2,2,60.0,66.0,68.0,64.0,66.0,65.0,65.0,66.0,72.0,61.0,62.0,67.0,66.0,60.0,67.0,68.0,67.0,65.0,68.0,66.0,69.0,66.0,1.91,3.6,3.8,1.91,3.7,3.6,1.9,3.45,3.8,1.95,3.5,3.75,2.0,3.71,3.91,1.95,3.4,3.5,1.95,3.6,3.7,0
56,1979944,2015/2016,2015-11-21 00:00:00,8342,10000,3,0,69.0,76.0,73.0,73.0,70.0,74.0,74.0,74.0,76.0,74.0,75.0,72.0,64.0,68.0,59.0,69.0,70.0,70.0,68.0,67.0,70.0,72.0,1.4,4.75,7.0,1.45,4.4,6.5,1.45,4.0,7.0,1.44,4.5,6.5,1.46,4.93,7.37,1.44,4.33,6.0,1.44,4.75,7.0,1
57,1979945,2015/2016,2015-11-22 00:00:00,9985,8571,1,1,63.0,72.0,72.0,69.0,72.0,75.0,72.0,70.0,67.0,72.0,62.0,69.0,66.0,70.0,73.0,68.0,69.0,71.0,69.0,69.0,67.0,68.0,1.8,3.6,4.33,1.78,3.7,4.25,1.8,3.5,4.2,1.75,3.6,4.5,1.79,3.76,4.95,1.83,3.4,4.0,1.8,3.7,4.5,0
58,1979946,2015/2016,2015-11-20 00:00:00,9991,10001,5,0,75.0,71.0,74.0,72.0,73.0,69.0,78.0,73.0,73.0,70.0,67.0,67.0,66.0,60.0,67.0,68.0,65.0,65.0,63.0,66.0,67.0,66.0,1.3,5.25,9.0,1.3,5.0,9.75,1.3,5.0,9.0,1.3,5.25,8.5,1.31,6.05,10.11,1.33,4.8,7.5,1.3,5.75,9.5,1
59,1979947,2015/2016,2015-11-22 00:00:00,8203,8573,2,1,74.0,71.0,70.0,73.0,68.0,66.0,66.0,68.0,68.0,70.0,64.0,70.0,72.0,68.0,74.0,67.0,70.0,66.0,66.0,73.0,70.0,71.0,2.25,3.4,3.1,2.25,3.6,2.9,2.3,3.3,2.9,2.25,3.3,3.1,2.31,3.48,3.28,2.3,3.25,2.88,2.25,3.4,3.2,1
60,1979948,2015/2016,2015-12-22 00:00:00,274581,9986,0,1,73.0,64.0,67.0,67.0,66.0,64.0,68.0,60.0,62.0,62.0,69.0,72.0,62.0,70.0,58.0,70.0,70.0,65.0,67.0,70.0,72.0,70.0,2.6,3.25,2.7,2.65,3.3,2.55,2.65,3.3,2.5,2.62,3.3,2.62,2.68,3.5,2.73,2.62,3.25,2.5,2.6,3.4,2.63,-1
61,1979949,2015/2016,2015-12-23 00:00:00,9994,8635,1,1,70.0,61.0,72.0,70.0,72.0,67.0,63.0,69.0,61.0,72.0,71.0,74.0,73.0,74.0,73.0,73.0,73.0,77.0,75.0,77.0,74.0,76.0,4.2,3.5,1.85,3.75,3.5,1.95,4.2,3.5,1.8,4.0,3.5,1.85,4.46,3.66,1.89,3.75,3.3,1.91,4.1,3.6,1.85,0
63,1979951,2015/2016,2015-11-21 00:00:00,8475,9997,2,1,62.0,66.0,68.0,64.0,66.0,65.0,67.0,65.0,66.0,72.0,62.0,69.0,62.0,75.0,66.0,64.0,63.0,65.0,64.0,65.0,69.0,69.0,2.25,3.5,3.0,2.2,3.5,3.0,2.2,3.3,3.1,2.2,3.4,3.1,2.21,3.62,3.35,2.1,3.4,3.1,2.2,3.6,3.1,1
65,1979953,2015/2016,2015-11-28 00:00:00,9987,9991,0,1,72.0,66.0,73.0,73.0,72.0,64.0,70.0,70.0,70.0,73.0,75.0,75.0,72.0,72.0,74.0,73.0,74.0,78.0,73.0,75.0,76.0,69.0,2.9,3.5,2.3,2.9,3.6,2.25,2.9,3.3,2.3,2.9,3.4,2.3,2.97,3.58,2.45,3.0,3.4,2.15,2.9,3.5,2.38,-1
66,1979954,2015/2016,2015-11-29 00:00:00,8203,8342,1,4,74.0,64.0,73.0,68.0,70.0,66.0,66.0,71.0,68.0,70.0,68.0,69.0,76.0,73.0,72.0,70.0,75.0,71.0,72.0,75.0,74.0,72.0,3.6,3.6,1.95,3.6,3.6,1.95,3.8,3.45,1.9,3.6,3.6,1.95,3.88,3.81,1.98,3.3,3.5,2.0,3.6,3.8,1.95,-1
