,match_api_id,season,date,home_team_api_id,away_team_api_id,home_team_goal,away_team_goal,home_player_1,home_player_2,home_player_3,home_player_4,home_player_5,home_player_6,home_player_7,home_player_8,home_player_9,home_player_10,home_player_11,away_player_1,away_player_2,away_player_3,away_player_4,away_player_5,away_player_6,away_player_7,away_player_8,away_player_9,away_player_10,away_player_11,B365H,B365D,B365A,BWH,BWD,BWA,IWH,IWD,IWA,LBH,LBD,LBA,PSH,PSD,PSA,WHH,WHD,WHA,VCH,VCD,VCA,winner_id_label
571,1988751,2015/2016,2015-09-12 00:00:00,9826,8456,0,1,75.0,73.0,76.0,73.0,74.0,73.0,80.0,74.0,74.0,74.0,75.0,83.0,79.0,86.0,79.0,78.0,81.0,85.0,81.0,84.0,81.0,87.0,5.5,4.2,1.67,5.25,3.9,1.67,5.4,3.7,1.6,5.25,4.0,1.67,5.75,4.16,1.65,5.5,3.8,1.62,5.5,4.2,1.65,-1
572,1988752,2015/2016,2015-09-12 00:00:00,8668,8455,3,1,79.0,80.0,75.0,80.0,60.0,80.0,79.0,73.0,76.0,80.0,78.0,82.0,81.0,75.0,83.0,81.0,83.0,78.0,83.0,85.0,88.0,85.0,4.0,3.6,2.0,3.75,3.5,2.0,3.6,3.3,2.0,4.0,3.4,2.0,4.11,3.57,2.01,4.0,3.1,2.05,4.1,3.6,2.0,1
573,1988753,2015/2016,2015-09-13 00:00:00,8197,10252,3,2,74.0,70.0,75.0,71.0,66.0,70.0,71.0,79.0,71.0,77.0,70.0,78.0,71.0,75.0,78.0,72.0,76.0,72.0,74.0,72.0,71.0,73.0,1.91,3.75,4.33,1.91,3.4,4.0,1.85,3.45,4.0,1.85,3.6,4.5,1.86,3.74,4.62,1.91,3.3,4.33,1.87,3.7,4.6,1
574,1988754,2015/2016,2015-09-12 00:00:00,10260,8650,3,1,86.0,74.0,78.0,79.0,75.0,79.0,88.0,85.0,79.0,79.0,77.0,80.0,76.0,80.0,79.0,57.0,79.0,79.0,73.0,81.0,81.0,74.0,2.0,3.4,4.33,2.0,3.2,4.33,1.85,3.45,4.0,2.0,3.4,4.2,1.94,3.49,4.56,1.95,3.4,4.5,1.95,3.5,4.33,1
575,1988755,2015/2016,2015-09-12 00:00:00,9850,8678,3,1,76.0,70.0,72.0,74.0,71.0,73.0,73.0,74.0,75.0,74.0,73.0,76.0,69.0,68.0,68.0,67.0,72.0,69.0,66.0,66.0,67.0,70.0,2.4,3.4,3.2,2.4,3.4,2.75,2.3,3.3,2.9,2.4,3.4,3.1,2.36,3.48,3.23,2.4,3.1,3.1,2.4,3.4,3.2,1
576,1988756,2015/2016,2015-09-13 00:00:00,8472,8586,0,1,75.0,70.0,74.0,77.0,71.0,78.0,69.0,77.0,76.0,75.0,80.0,85.0,77.0,78.0,82.0,73.0,73.0,73.0,61.0,76.0,77.0,78.0,4.33,3.6,1.95,3.75,3.4,1.95,3.6,3.3,2.0,4.0,3.6,1.95,4.32,3.65,1.94,4.2,3.25,1.95,4.4,3.6,1.93,-1
577,1988757,2015/2016,2015-09-12 00:00:00,9817,10003,1,0,74.0,75.0,67.0,75.0,61.0,77.0,78.0,72.0,68.0,74.0,72.0,77.0,72.0,74.0,78.0,71.0,74.0,76.0,79.0,78.0,75.0,77.0,2.75,3.4,2.75,2.7,3.2,2.7,2.6,3.2,2.6,2.75,3.25,2.75,2.75,3.34,2.8,2.75,3.0,2.75,2.7,3.3,2.88,1
578,1988758,2015/2016,2015-09-12 00:00:00,8659,8466,0,0,72.0,68.0,73.0,78.0,73.0,72.0,74.0,77.0,74.0,79.0,76.0,77.0,76.0,78.0,75.0,61.0,76.0,74.0,80.0,76.0,75.0,77.0,3.2,3.2,2.5,2.8,3.2,2.5,2.65,3.3,2.5,3.2,3.1,2.5,3.21,3.26,2.49,3.1,3.0,2.5,3.3,3.2,2.45,0
579,1988759,2015/2016,2015-09-14 00:00:00,8654,10261,2,0,71.0,73.0,75.0,77.0,71.0,75.0,72.0,76.0,81.0,75.0,72.0,78.0,76.0,74.0,78.0,70.0,74.0,73.0,77.0,78.0,77.0,77.0,2.25,3.5,3.4,2.25,3.4,3.0,2.1,3.3,3.3,2.25,3.4,3.4,2.23,3.53,3.48,2.25,3.1,3.4,2.25,3.5,3.4,1
580,1988760,2015/2016,2015-09-19 00:00:00,10252,8659,0,1,78.0,72.0,75.0,78.0,72.0,72.0,76.0,71.0,72.0,74.0,73.0,72.0,68.0,73.0,78.0,73.0,73.0,77.0,74.0,73.0,79.0,73.0,2.3,3.25,3.5,2.3,3.1,3.25,2.3,3.2,3.0,2.3,3.25,3.3,2.32,3.23,3.57,2.3,3.2,3.2,2.3,3.2,3.6,-1
581,1988761,2015/2016,2015-09-19 00:00:00,8678,8472,2,0,76.0,69.0,68.0,76.0,67.0,72.0,71.0,69.0,68.0,67.0,70.0,75.0,70.0,71.0,77.0,71.0,69.0,78.0,77.0,76.0,75.0,80.0,1.7,4.0,5.5,1.72,3.7,4.6,1.75,3.5,4.5,1.73,3.75,5.25,1.71,3.99,5.35,1.73,3.6,5.0,1.7,3.9,5.5,1
582,1988762,2015/2016,2015-09-19 00:00:00,8455,9825,2,0,82.0,81.0,81.0,75.0,81.0,83.0,85.0,83.0,84.0,88.0,85.0,85.0,68.0,77.0,82.0,77.0,75.0,85.0,82.0,86.0,85.0,80.0,2.45,3.5,3.0,2.4,3.5,3.0,2.3,3.2,3.0,2.5,3.4,3.0,2.45,3.51,3.06,2.4,3.1,3.1,2.4,3.5,3.1,1
583,1988763,2015/2016,2015-09-20 00:00:00,8650,9850,1,1,80.0,73.0,80.0,80.0,76.0,82.0,79.0,79.0,79.0,81.0,83.0,76.0,70.0,72.0,74.0,71.0,74.0,73.0,73.0,73.0,75.0,73.0,1.67,4.0,5.75,1.67,3.8,5.5,1.55,3.9,5.6,1.67,3.8,5.5,1.68,3.94,5.81,1.67,3.6,5.5,1.67,4.0,5.75,0
584,1988764,2015/2016,2015-09-19 00:00:00,8456,8654,1,2,83.0,79.0,83.0,79.0,78.0,85.0,81.0,81.0,85.0,80.0,87.0,77.0,71.0,75.0,73.0,71.0,75.0,73.0,75.0,76.0,81.0,72.0,1.29,6.5,11.0,1.28,6.0,10.5,1.25,5.5,10.3,1.25,6.5,12.0,1.27,6.45,12.78,1.29,5.0,12.0,1.25,6.5,13.0,-1
585,1988765,2015/2016,2015-09-19 00:00:00,10261,9817,1,2,78.0,76.0,74.0,78.0,70.0,73.0,77.0,77.0,78.0,73.0,77.0,74.0,75.0,75.0,67.0,61.0,72.0,78.0,69.0,74.0,68.0,72.0,2.5,3.3,3.1,2.5,3.2,2.8,2.4,3.3,2.75,2.45,3.4,3.1,2.54,3.36,3.04,2.5,3.2,2.9,2.5,3.3,3.13,-1
586,1988766,2015/2016,2015-09-20 00:00:00,8466,10260,2,3,77.0,72.0,78.0,75.0,61.0,76.0,72.0,74.0,74.0,80.0,77.0,86.0,74.0,78.0,79.0,79.0,79.0,81.0,85.0,86.0,79.0,74.0,3.1,3.3,2.5,3.2,3.2,2.4,3.0,3.2,2.3,3.1,3.2,2.5,3.22,3.3,2.46,3.0,3.0,2.5,3.2,3.2,2.5,-1
587,1988767,2015/2016,2015-09-19 00:00:00,10194,8197,2,2,72.0,75.0,74.0,72.0,73.0,75.0,74.0,80.0,80.0,77.0,70.0,74.0,70.0,75.0,71.0,66.0,71.0,79.0,73.0,70.0,70.0,77.0,2.5,3.4,3.0,2.5,3.2,2.8,2.4,3.2,2.85,2.5,3.4,3.0,2.47,3.41,3.1,2.5,3.0,3.0,2.45,3.4,3.13,0
588,1988768,2015/2016,2015-09-19 00:00:00,10003,8668,0,0,77.0,72.0,74.0,78.0,71.0,76.0,74.0,79.0,78.0,76.0,77.0,79.0,63.0,75.0,80.0,60.0,80.0,79.0,76.0,78.0,76.0,80.0,2.3,3.4,3.4,2.3,3.2,3.1,2.3,3.2,3.0,2.25,3.4,3.4,2.3,3.44,3.4,2.3,3.2,3.2,2.25,3.4,3.4,0
589,1988769,2015/2016,2015-09-20 00:00:00,8586,9826,1,0,85.0,77.0,78.0,82.0,73.0,73.0,61.0,76.0,78.0,77.0,78.0,75.0,73.0,73.0,73.0,74.0,73.0,80.0,74.0,74.0,74.0,75.0,2.0,3.6,4.0,2.0,3.4,3.6,1.85,3.45,4.0,2.0,3.5,4.0,1.99,3.61,4.15,1.95,3.5,3.8,2.0,3.6,4.0,1
590,1988770,2015/2016,2015-09-26 00:00:00,8197,9825,2,5,76.0,72.0,73.0,78.0,69.0,74.0,72.0,76.0,71.0,77.0,71.0,85.0,74.0,83.0,83.0,80.0,76.0,85.0,82.0,87.0,86.0,81.0,4.5,4.0,1.8,4.0,3.8,1.85,3.8,3.45,1.9,4.33,3.75,1.83,4.55,3.97,1.83,4.0,3.75,1.85,4.4,3.9,1.85,-1
591,1988771,2015/2016,2015-09-26 00:00:00,8650,10252,3,2,78.0,75.0,81.0,81.0,81.0,80.0,79.0,77.0,84.0,76.0,83.0,78.0,73.0,79.0,79.0,75.0,75.0,76.0,75.0,73.0,73.0,76.0,1.53,4.33,7.0,1.53,4.2,6.5,1.5,4.0,6.1,1.53,4.0,7.0,1.53,4.28,7.48,1.53,3.8,7.0,1.55,4.1,7.5,1
592,1988772,2015/2016,2015-09-26 00:00:00,10260,8472,3,0,86.0,79.0,79.0,80.0,81.0,80.0,82.0,84.0,86.0,81.0,77.0,76.0,72.0,75.0,78.0,74.0,78.0,77.0,75.0,79.0,76.0,78.0,1.2,7.5,16.0,1.22,6.5,13.0,1.2,5.8,13.0,1.22,6.5,13.0,1.23,6.9,16.7,1.22,6.0,13.0,1.22,7.0,15.0,1
593,1988773,2015/2016,2015-09-26 00:00:00,10261,8455,2,2,79.0,77.0,77.0,79.0,54.0,73.0,76.0,78.0,80.0,73.0,76.0,82.0,80.0,77.0,83.0,82.0,84.0,87.0,83.0,84.0,89.0,81.0,6.0,4.2,1.62,5.75,3.9,1.62,5.4,3.7,1.6,6.0,4.0,1.62,5.98,4.16,1.63,6.0,3.6,1.62,6.0,4.0,1.65,0
594,1988774,2015/2016,2015-09-26 00:00:00,8466,10003,3,1,77.0,78.0,81.0,77.0,78.0,76.0,77.0,78.0,75.0,79.0,77.0,78.0,74.0,78.0,81.0,74.0,77.0,77.0,77.0,78.0,79.0,78.0,2.05,3.4,4.2,2.05,3.25,3.6,2.2,3.2,3.2,2.05,3.4,3.8,2.04,3.51,4.07,2.05,3.1,4.0,2.1,3.3,4.1,1
595,1988775,2015/2016,2015-09-26 00:00:00,10194,8678,2,1,77.0,77.0,76.0,76.0,74.0,75.0,75.0,80.0,81.0,78.0,71.0,76.0,72.0,72.0,77.0,71.0,74.0,71.0,73.0,71.0,70.0,75.0,2.55,3.3,3.0,2.5,3.3,2.75,2.5,3.2,2.75,2.5,3.3,2.88,2.47,3.46,3.06,2.5,3.1,3.0,2.55,3.3,3.0,1
596,1988776,2015/2016,2015-09-26 00:00:00,8586,8456,4,1,85.0,79.0,81.0,82.0,76.0,74.0,69.0,79.0,77.0,83.0,78.0,78.0,79.0,81.0,84.0,79.0,80.0,78.0,86.0,85.0,82.0,87.0,4.2,3.8,1.91,4.0,3.6,1.91,3.6,3.3,2.0,4.2,3.75,1.9,4.03,3.82,1.96,4.0,3.4,1.95,4.0,3.8,1.95,1
597,1988777,2015/2016,2015-09-27 00:00:00,9817,9826,0,1,75.0,77.0,71.0,76.0,66.0,71.0,77.0,73.0,75.0,75.0,74.0,73.0,74.0,73.0,78.0,76.0,79.0,74.0,75.0,75.0,76.0,71.0,2.5,3.3,3.1,2.5,3.2,2.8,2.5,3.2,2.75,2.5,3.3,2.9,2.49,3.36,3.12,2.5,3.1,3.0,2.7,3.13,3.0,-1
598,1988778,2015/2016,2015-09-28 00:00:00,8659,8668,2,3,72.0,66.0,77.0,78.0,73.0,75.0,78.0,74.0,76.0,74.0,80.0,80.0,66.0,81.0,75.0,65.0,80.0,79.0,78.0,79.0,76.0,80.0,3.1,3.3,2.5,2.8,3.25,2.45,2.85,3.2,2.4,3.0,3.25,2.5,3.06,3.39,2.51,3.1,3.0,2.5,3.1,3.3,2.5,-1
599,1988779,2015/2016,2015-09-26 00:00:00,8654,9850,2,2,78.0,74.0,73.0,79.0,74.0,76.0,75.0,76.0,81.0,76.0,75.0,75.0,71.0,73.0,75.0,76.0,74.0,74.0,74.0,76.0,69.0,75.0,2.25,3.5,3.4,2.25,3.25,3.1,2.1,3.3,3.3,2.2,3.4,3.4,2.22,3.54,3.49,2.3,3.2,3.2,2.25,3.5,3.4,0
600,1988780,2015/2016,2015-10-04 00:00:00,9825,10260,3,0,85.0,74.0,83.0,78.0,80.0,85.0,78.0,82.0,87.0,86.0,81.0,86.0,81.0,80.0,80.0,80.0,80.0,86.0,84.0,86.0,81.0,77.0,2.0,3.8,3.8,2.0,3.5,3.75,2.1,3.3,3.3,2.05,3.4,3.8,2.06,3.67,3.81,1.95,3.6,3.75,2.05,3.7,3.8,1
601,1988781,2015/2016,2015-10-03 00:00:00,10252,10194,0,1,78.0,73.0,79.0,78.0,75.0,76.0,75.0,75.0,70.0,73.0,76.0,77.0,76.0,76.0,76.0,74.0,75.0,76.0,73.0,81.0,79.0,78.0,2.5,3.3,3.1,2.5,3.25,2.95,2.4,3.3,2.75,2.5,3.3,3.0,2.5,3.34,3.11,2.5,3.2,2.9,2.5,3.3,3.13,-1
602,1988782,2015/2016,2015-10-03 00:00:00,8678,9817,1,1,76.0,72.0,72.0,77.0,71.0,74.0,71.0,73.0,71.0,69.0,72.0,75.0,77.0,76.0,71.0,69.0,73.0,77.0,71.0,66.0,75.0,74.0,2.1,3.5,3.8,2.1,3.25,3.5,2.1,3.3,3.3,2.15,3.4,3.6,2.13,3.54,3.72,2.15,3.0,3.75,2.1,3.5,3.8,0
603,1988783,2015/2016,2015-10-03 00:00:00,8455,8466,1,3,82.0,80.0,83.0,85.0,82.0,80.0,87.0,82.0,84.0,89.0,83.0,77.0,78.0,81.0,77.0,78.0,77.0,73.0,78.0,76.0,79.0,77.0,1.83,3.7,4.8,1.83,3.6,4.5,1.7,3.6,4.7,1.8,3.75,4.5,1.83,3.76,4.84,1.83,3.2,4.8,1.83,3.75,4.75,-1
604,1988784,2015/2016,2015-10-03 00:00:00,9826,8659,2,0,73.0,74.0,78.0,73.0,76.0,79.0,76.0,77.0,75.0,76.0,71.0,72.0,66.0,78.0,75.0,73.0,75.0,78.0,74.0,74.0,76.0,80.0,1.83,3.6,5.0,1.8,3.4,4.5,1.8,3.5,4.2,1.85,3.5,4.75,1.84,3.65,4.93,1.85,3.1,5.0,1.85,3.5,5.0,1
605,1988785,2015/2016,2015-10-04 00:00:00,8668,8650,1,1,80.0,66.0,81.0,75.0,65.0,80.0,79.0,78.0,79.0,76.0,80.0,78.0,75.0,81.0,81.0,81.0,79.0,80.0,77.0,84.0,76.0,83.0,2.7,3.4,2.8,2.7,3.2,2.75,2.6,3.2,2.6,2.7,3.25,2.8,2.75,3.42,2.75,2.75,2.8,2.9,2.7,3.4,2.8,0
606,1988786,2015/2016,2015-10-03 00:00:00,8456,10261,6,1,84.0,82.0,84.0,80.0,79.0,78.0,80.0,86.0,88.0,82.0,87.0,79.0,77.0,77.0,79.0,54.0,78.0,75.0,73.0,80.0,76.0,73.0,1.25,7.0,13.0,1.25,6.25,11.5,1.25,5.5,10.3,1.25,6.5,13.0,1.24,6.9,13.8,1.25,6.0,13.0,1.22,7.0,15.0,1
607,1988787,2015/2016,2015-10-03 00:00:00,9850,8197,1,2,75.0,71.0,73.0,75.0,69.0,74.0,74.0,74.0,74.0,76.0,75.0,76.0,71.0,73.0,78.0,74.0,71.0,76.0,72.0,69.0,78.0,71.0,2.3,3.5,3.3,2.3,3.1,3.2,2.3,3.3,2.9,2.25,3.4,3.3,2.26,3.63,3.31,2.25,3.4,3.1,2.3,3.6,3.2,-1
608,1988788,2015/2016,2015-10-03 00:00:00,8472,8654,2,2,76.0,70.0,75.0,72.0,72.0,77.0,78.0,79.0,75.0,76.0,76.0,78.0,74.0,73.0,79.0,74.0,76.0,75.0,76.0,81.0,76.0,75.0,3.2,3.4,2.4,3.1,3.2,2.3,2.9,3.3,2.3,3.1,3.4,2.4,3.13,3.46,2.43,2.9,3.4,2.38,3.13,3.5,2.4,0
609,1988789,2015/2016,2015-10-04 00:00:00,10003,8586,2,2,78.0,76.0,78.0,81.0,74.0,77.0,77.0,79.0,78.0,77.0,78.0,85.0,79.0,81.0,82.0,76.0,69.0,73.0,79.0,83.0,79.0,78.0,2.75,3.25,2.8,2.65,3.2,2.65,2.6,3.2,2.6,2.7,3.2,2.75,2.72,3.33,2.84,2.62,3.25,2.7,2.7,3.4,2.8,0
610,1988790,2015/2016,2015-10-17 00:00:00,8455,10252,2,0,82.0,82.0,77.0,85.0,78.0,80.0,63.0,82.0,87.0,83.0,85.0,78.0,73.0,79.0,78.0,73.0,74.0,75.0,75.0,73.0,73.0,76.0,1.33,5.75,10.0,1.33,5.0,8.5,1.35,4.8,7.6,1.36,5.0,10.0,1.34,5.41,11.0,1.36,4.8,8.5,1.33,5.5,10.5,1
611,1988791,2015/2016,2015-10-17 00:00:00,9826,8654,1,3,73.0,73.0,76.0,78.0,74.0,77.0,76.0,76.0,75.0,79.0,71.0,78.0,74.0,73.0,73.0,73.0,76.0,76.0,81.0,76.0,75.0,75.0,2.0,3.6,4.0,2.0,3.5,3.5,1.9,3.45,3.8,2.0,3.6,3.75,2.01,3.67,3.99,2.05,3.3,3.75,2.05,3.5,4.0,-1
612,1988792,2015/2016,2015-10-17 00:00:00,8668,10260,0,3,80.0,81.0,77.0,81.0,66.0,80.0,79.0,77.0,80.0,76.0,80.0,86.0,81.0,80.0,80.0,81.0,82.0,86.0,84.0,81.0,76.0,86.0,3.25,3.4,2.38,3.0,3.3,2.4,2.9,3.3,2.3,3.25,3.25,2.38,3.23,3.4,2.4,3.2,3.0,2.4,3.2,3.3,2.45,-1
613,1988793,2015/2016,2015-10-17 00:00:00,8456,8678,5,1,85.0,82.0,84.0,79.0,79.0,85.0,80.0,80.0,86.0,82.0,81.0,73.0,72.0,72.0,77.0,71.0,70.0,71.0,73.0,74.0,68.0,72.0,1.33,5.75,10.0,1.33,5.25,8.0,1.3,5.0,9.0,1.33,5.5,10.0,1.34,5.58,10.6,1.36,4.8,8.5,1.33,5.5,10.5,1
614,1988794,2015/2016,2015-10-18 00:00:00,10261,9850,6,2,69.0,77.0,77.0,79.0,69.0,76.0,78.0,78.0,80.0,73.0,76.0,75.0,71.0,73.0,75.0,76.0,74.0,74.0,74.0,74.0,69.0,79.0,2.6,3.4,2.88,2.6,3.3,2.6,2.5,3.3,2.65,2.62,3.4,2.8,2.58,3.44,2.93,2.62,3.1,2.8,2.6,3.4,2.88,1
615,1988795,2015/2016,2015-10-17 00:00:00,8466,8197,2,2,71.0,78.0,81.0,77.0,78.0,77.0,76.0,78.0,75.0,79.0,77.0,76.0,71.0,73.0,78.0,74.0,71.0,72.0,76.0,69.0,78.0,71.0,1.75,4.0,5.0,1.75,3.7,4.4,1.8,3.5,4.2,1.75,3.75,5.0,1.76,3.88,5.1,1.8,3.25,5.0,1.75,3.9,5.0,0
616,1988796,2015/2016,2015-10-19 00:00:00,10003,10194,0,1,78.0,76.0,78.0,81.0,74.0,77.0,77.0,64.0,79.0,77.0,78.0,77.0,76.0,76.0,76.0,74.0,76.0,75.0,80.0,80.0,79.0,75.0,2.05,3.4,4.2,2.05,3.2,3.75,2.0,3.3,3.6,2.05,3.4,4.0,2.08,3.41,4.06,2.05,3.1,4.0,2.05,3.4,4.1,-1
617,1988797,2015/2016,2015-10-17 00:00:00,8586,8650,0,0,85.0,79.0,81.0,82.0,77.0,69.0,80.0,79.0,83.0,78.0,78.0,78.0,80.0,81.0,81.0,77.0,79.0,75.0,80.0,84.0,80.0,76.0,2.5,3.5,3.0,2.5,3.2,2.95,2.5,3.2,2.75,2.4,3.4,2.88,2.48,3.54,2.99,2.5,3.3,3.0,2.45,3.5,3.0,0
618,1988798,2015/2016,2015-10-17 00:00:00,9817,9825,0,3,75.0,77.0,76.0,71.0,69.0,77.0,71.0,73.0,75.0,66.0,74.0,85.0,74.0,83.0,83.0,80.0,78.0,85.0,82.0,87.0,86.0,81.0,6.0,4.2,1.62,5.0,4.1,1.6,5.0,3.9,1.6,6.0,4.0,1.62,6.29,4.31,1.59,6.0,3.6,1.62,6.25,4.2,1.6,-1
619,1988799,2015/2016,2015-10-17 00:00:00,8659,8472,1,0,72.0,66.0,75.0,78.0,73.0,73.0,75.0,78.0,77.0,76.0,79.0,76.0,70.0,75.0,78.0,72.0,78.0,77.0,71.0,74.0,76.0,76.0,2.05,3.4,4.2,2.05,3.25,3.6,1.85,3.45,4.0,2.05,3.25,4.2,2.08,3.42,4.07,2.1,3.0,4.0,2.05,3.3,4.2,1
620,1989778,2015/2016,2015-08-08 00:00:00,7794,9851,2,1,67.0,56.0,73.0,72.0,68.0,67.0,59.0,68.0,71.0,73.0,73.0,79.0,70.0,75.0,74.0,66.0,64.0,73.0,70.0,70.0,72.0,70.0,2.6,3.1,2.8,2.6,2.9,2.9,2.3,3.1,3.1,2.5,2.88,2.88,2.71,3.09,3.0,2.6,2.9,3.0,2.63,3.1,3.1,1
621,1989779,2015/2016,2015-08-09 00:00:00,9827,9837,1,2,80.0,69.0,75.0,74.0,66.0,70.0,75.0,73.0,77.0,71.0,77.0,74.0,64.0,72.0,76.0,71.0,63.0,71.0,73.0,73.0,71.0,68.0,1.67,3.75,5.5,1.7,3.6,5.0,1.7,3.5,4.85,1.62,3.5,5.25,1.69,3.85,5.8,1.73,3.6,5.0,1.7,3.8,5.75,-1
622,1989781,2015/2016,2015-08-07 00:00:00,8639,9847,0,1,81.0,59.0,72.0,64.0,71.0,76.0,79.0,75.0,74.0,74.0,60.0,80.0,77.0,87.0,83.0,77.0,83.0,73.0,83.0,82.0,85.0,81.0,6.5,3.6,1.57,6.75,3.75,1.65,4.65,3.4,1.75,6.0,3.5,1.67,6.64,3.78,1.65,6.0,3.6,1.62,7.0,3.8,1.62,-1
623,1989782,2015/2016,2015-08-09 00:00:00,9748,8689,0,0,80.0,79.0,77.0,77.0,75.0,74.0,73.0,79.0,71.0,78.0,82.0,72.0,70.0,68.0,71.0,69.0,60.0,71.0,71.0,74.0,71.0,74.0,1.57,4.0,6.0,1.57,4.0,6.5,1.5,3.9,6.3,1.53,3.8,6.0,1.57,4.16,6.67,1.6,4.0,5.5,1.57,4.3,6.5,0
624,1989783,2015/2016,2015-08-08 00:00:00,8592,7819,0,1,82.0,74.0,62.0,73.0,73.0,75.0,73.0,76.0,74.0,77.0,76.0,71.0,67.0,69.0,70.0,68.0,68.0,68.0,72.0,74.0,73.0,68.0,1.57,4.0,6.0,1.55,4.33,6.0,1.55,3.7,6.0,1.5,3.8,5.75,1.56,4.35,6.59,1.57,4.0,5.5,1.55,4.4,6.5,-1
625,1989784,2015/2016,2015-08-08 00:00:00,10249,8121,0,2,75.0,67.0,69.0,61.0,71.0,70.0,70.0,77.0,74.0,71.0,71.0,68.0,63.0,65.0,70.0,69.0,64.0,70.0,72.0,63.0,66.0,68.0,1.83,3.4,4.75,1.75,3.2,5.25,1.8,3.4,4.35,1.75,3.1,4.75,1.81,3.44,5.53,1.75,3.3,5.5,1.8,3.5,5.5,-1
626,1989785,2015/2016,2015-08-08 00:00:00,9830,9747,1,0,78.0,58.0,64.0,73.0,71.0,68.0,66.0,61.0,68.0,68.0,70.0,73.0,71.0,74.0,71.0,70.0,70.0,72.0,75.0,73.0,69.0,69.0,2.2,3.1,3.6,2.2,3.0,3.5,2.1,3.15,3.45,2.1,2.9,3.6,2.2,3.11,4.01,2.25,3.1,3.4,2.15,3.1,4.2,1
627,1989786,2015/2016,2015-08-08 00:00:00,9831,9829,1,2,72.0,73.0,67.0,74.0,55.0,71.0,70.0,58.0,79.0,68.0,74.0,80.0,75.0,76.0,76.0,77.0,82.0,83.0,74.0,70.0,73.0,74.0,4.0,3.1,2.05,3.9,3.25,2.1,3.1,3.1,2.3,3.6,3.1,2.0,4.14,3.38,2.05,4.0,3.1,2.05,4.3,3.3,2.05,-1
629,1990132,2015/2016,2015-08-08 00:00:00,10242,6391,0,0,60.0,70.0,65.0,59.0,65.0,64.0,71.0,66.0,71.0,72.0,66.0,60.0,69.0,64.0,57.0,67.0,66.0,60.0,67.0,68.0,57.0,67.0,2.05,3.2,3.75,2.05,3.25,3.6,2.1,3.15,3.45,2.0,2.9,3.8,2.03,3.26,4.43,2.1,3.1,3.8,1.95,3.2,4.33,0
630,1989868,2015/2016,2015-10-17 00:00:00,7794,9847,0,2,70.0,69.0,74.0,72.0,73.0,64.0,70.0,69.0,72.0,68.0,75.0,82.0,80.0,81.0,88.0,79.0,84.0,77.0,76.0,82.0,89.0,85.0,10.0,5.0,1.33,9.5,4.75,1.33,7.5,4.6,1.37,10.0,4.75,1.33,10.76,5.15,1.35,8.0,4.5,1.4,11.0,5.5,1.33,-1
631,1989869,2015/2016,2015-10-18 00:00:00,9827,10249,0,0,80.0,69.0,79.0,77.0,69.0,75.0,77.0,79.0,74.0,74.0,62.0,70.0,69.0,78.0,73.0,71.0,72.0,72.0,76.0,74.0,73.0,71.0,1.75,3.6,5.0,1.83,3.3,4.5,1.8,3.4,4.35,1.75,3.4,4.75,1.79,3.6,5.27,1.85,3.4,4.5,1.8,3.6,5.2,0
632,1989870,2015/2016,2015-10-17 00:00:00,9747,8639,1,1,75.0,71.0,73.0,73.0,73.0,69.0,65.0,71.0,64.0,76.0,71.0,81.0,71.0,76.0,66.0,62.0,74.0,76.0,75.0,71.0,70.0,78.0,2.6,3.1,2.9,2.7,3.0,2.8,2.6,3.1,2.7,2.62,2.9,2.88,2.73,3.1,2.98,2.7,3.0,2.8,2.75,3.0,3.0,0
633,1989871,2015/2016,2015-10-18 00:00:00,8592,8689,1,1,83.0,72.0,81.0,74.0,76.0,82.0,76.0,75.0,79.0,76.0,78.0,75.0,68.0,74.0,67.0,72.0,70.0,75.0,67.0,74.0,72.0,75.0,1.57,4.0,6.0,1.6,3.8,5.5,1.6,3.6,5.6,1.55,4.0,6.0,1.57,4.31,6.4,1.62,3.6,6.0,1.57,4.3,6.5,0
634,1989872,2015/2016,2015-10-16 00:00:00,9829,9748,1,1,81.0,78.0,82.0,74.0,75.0,72.0,83.0,76.0,79.0,72.0,75.0,81.0,79.0,78.0,79.0,79.0,76.0,82.0,76.0,81.0,84.0,79.0,2.55,3.2,2.9,2.65,3.0,3.05,2.4,3.1,2.95,2.5,3.0,2.88,2.72,3.22,2.93,2.45,3.25,2.9,2.63,3.25,3.0,0
637,1989875,2015/2016,2015-10-18 00:00:00,9851,9831,1,4,69.0,74.0,73.0,76.0,71.0,70.0,76.0,76.0,73.0,76.0,75.0,58.0,73.0,76.0,73.0,72.0,75.0,75.0,71.0,72.0,77.0,80.0,2.1,3.25,3.75,2.2,3.1,3.4,2.1,3.15,3.45,2.1,3.25,3.6,2.13,3.39,3.84,2.15,3.2,3.6,2.15,3.4,3.75,-1
638,1989876,2015/2016,2015-10-17 00:00:00,9853,6391,2,0,83.0,76.0,82.0,78.0,72.0,72.0,75.0,73.0,74.0,79.0,74.0,68.0,67.0,69.0,66.0,74.0,65.0,67.0,66.0,65.0,65.0,66.0,1.5,3.8,8.0,1.5,3.8,7.0,1.5,3.9,6.3,1.5,3.8,7.5,1.48,4.23,8.77,1.53,3.6,8.0,1.5,4.2,8.5,1
